"","country","year","sex","age","cases"
"1715","PT",2000,"f","0-14",5
"1716","PT",2000,"f","15-24",114
"1717","PT",2000,"f","25-34",154
"1718","PT",2000,"f","35-44",87
"1719","PT",2000,"f","45-54",41
"1720","PT",2000,"f","55-64",25
"1721","PT",2000,"f","65+",64
"1722","PY",2000,"m","0-14",16
"1723","PY",2000,"m","15-24",112
"1724","PY",2000,"m","25-34",103
"1725","PY",2000,"m","35-44",105
"1726","PY",2000,"m","45-54",86
"1727","PY",2000,"m","55-64",80
"1728","PY",2000,"m","65+",71
"1729","PY",2000,"f","0-14",12
"1730","PY",2000,"f","15-24",69
"1731","PY",2000,"f","25-34",86
"1732","PY",2000,"f","35-44",41
"1733","PY",2000,"f","45-54",41
"1734","PY",2000,"f","55-64",30
"1735","PY",2000,"f","65+",46
"1736","QA",2000,"m","0-14",0
"1737","QA",2000,"m","15-24",7
"1738","QA",2000,"m","25-34",19
"1739","QA",2000,"m","35-44",9
"1740","QA",2000,"m","45-54",7
"1741","QA",2000,"m","55-64",2
"1742","QA",2000,"m","65+",1
"1743","QA",2000,"f","0-14",0
"1744","QA",2000,"f","15-24",0
"1745","QA",2000,"f","25-34",4
"1746","QA",2000,"f","35-44",3
"1747","QA",2000,"f","45-54",1
"1748","QA",2000,"f","55-64",0
"1749","QA",2000,"f","65+",0
"1750","RO",2000,"m","0-14",46
"1751","RO",2000,"m","15-24",832
"1752","RO",2000,"m","25-34",1508
"1753","RO",2000,"m","35-44",1799
"1754","RO",2000,"m","45-54",1684
"1755","RO",2000,"m","55-64",916
"1756","RO",2000,"m","65+",533
"1757","RO",2000,"f","0-14",53
"1758","RO",2000,"f","15-24",701
"1759","RO",2000,"f","25-34",766
"1760","RO",2000,"f","35-44",484
"1761","RO",2000,"f","45-54",341
"1762","RO",2000,"f","55-64",207
"1763","RO",2000,"f","65+",321
"1764","RU",2000,"m","0-14",1
"1765","RU",2000,"m","15-24",295
"1766","RU",2000,"m","25-34",526
"1767","RU",2000,"m","35-44",596
"1768","RU",2000,"m","45-54",402
"1769","RU",2000,"m","55-64",151
"1770","RU",2000,"m","65+",54
"1771","RU",2000,"f","0-14",1
"1772","RU",2000,"f","15-24",43
"1773","RU",2000,"f","25-34",73
"1774","RU",2000,"f","35-44",74
"1775","RU",2000,"f","45-54",38
"1776","RU",2000,"f","55-64",31
"1777","RU",2000,"f","65+",44
"1778","RW",2000,"m","0-14",155
"1779","RW",2000,"m","15-24",466
"1780","RW",2000,"m","25-34",974
"1781","RW",2000,"m","35-44",824
"1782","RW",2000,"m","45-54",393
"1783","RW",2000,"m","55-64",129
"1784","RW",2000,"m","65+",56
"1785","RW",2000,"f","0-14",105
"1786","RW",2000,"f","15-24",396
"1787","RW",2000,"f","25-34",473
"1788","RW",2000,"f","35-44",309
"1789","RW",2000,"f","45-54",109
"1790","RW",2000,"f","55-64",52
"1791","RW",2000,"f","65+",14
"1792","SA",2000,"m","0-14",0
"1793","SA",2000,"m","15-24",131
"1794","SA",2000,"m","25-34",268
"1795","SA",2000,"m","35-44",213
"1796","SA",2000,"m","45-54",158
"1797","SA",2000,"m","55-64",86
"1798","SA",2000,"m","65+",107
"1799","SA",2000,"f","0-14",28
"1800","SA",2000,"f","15-24",172
"1801","SA",2000,"f","25-34",182
"1802","SA",2000,"f","35-44",79
"1803","SA",2000,"f","45-54",51
"1804","SA",2000,"f","55-64",50
"1805","SA",2000,"f","65+",70
"1806","SB",2000,"m","0-14",3
"1807","SB",2000,"m","15-24",13
"1808","SB",2000,"m","25-34",4
"1809","SB",2000,"m","35-44",8
"1810","SB",2000,"m","45-54",8
"1811","SB",2000,"m","55-64",10
"1812","SB",2000,"m","65+",6
"1813","SB",2000,"f","0-14",8
"1814","SB",2000,"f","15-24",15
"1815","SB",2000,"f","25-34",13
"1816","SB",2000,"f","35-44",7
"1817","SB",2000,"f","45-54",7
"1818","SB",2000,"f","55-64",5
"1819","SB",2000,"f","65+",2
"1820","SC",2000,"m","25-34",2
"1821","SC",2000,"m","35-44",4
"1822","SC",2000,"m","45-54",1
"1823","SC",2000,"m","55-64",1
"1824","SC",2000,"f","25-34",1
"1825","SC",2000,"f","35-44",0
"1826","SC",2000,"f","45-54",1
"1827","SC",2000,"f","55-64",1
"1828","SD",2000,"m","0-14",785
"1829","SD",2000,"m","15-24",1028
"1830","SD",2000,"m","25-34",1511
"1831","SD",2000,"m","35-44",1351
"1832","SD",2000,"m","45-54",1119
"1833","SD",2000,"m","55-64",638
"1834","SD",2000,"m","65+",677
"1835","SD",2000,"f","0-14",817
"1836","SD",2000,"f","15-24",925
"1837","SD",2000,"f","25-34",1134
"1838","SD",2000,"f","35-44",905
"1839","SD",2000,"f","45-54",771
"1840","SD",2000,"f","55-64",327
"1841","SD",2000,"f","65+",323
"1842","SE",2000,"m","0-14",0
"1843","SE",2000,"m","15-24",9
"1844","SE",2000,"m","25-34",10
"1845","SE",2000,"m","35-44",12
"1846","SE",2000,"m","45-54",11
"1847","SE",2000,"m","55-64",4
"1848","SE",2000,"m","65+",25
"1849","SE",2000,"f","0-14",1
"1850","SE",2000,"f","15-24",9
"1851","SE",2000,"f","25-34",8
"1852","SE",2000,"f","35-44",10
"1853","SE",2000,"f","45-54",2
"1854","SE",2000,"f","55-64",2
"1855","SE",2000,"f","65+",15
"1856","SG",2000,"m","0-14",1
"1857","SG",2000,"m","15-24",8
"1858","SG",2000,"m","25-34",9
"1859","SG",2000,"m","35-44",34
"1860","SG",2000,"m","45-54",51
"1861","SG",2000,"m","55-64",26
"1862","SG",2000,"m","65+",64
"1863","SG",2000,"f","0-14",1
"1864","SG",2000,"f","15-24",9
"1865","SG",2000,"f","25-34",8
"1866","SG",2000,"f","35-44",7
"1867","SG",2000,"f","45-54",9
"1868","SG",2000,"f","55-64",5
"1869","SG",2000,"f","65+",16
"1870","SI",2000,"m","0-14",0
"1871","SI",2000,"m","15-24",3
"1872","SI",2000,"m","25-34",11
"1873","SI",2000,"m","35-44",36
"1874","SI",2000,"m","45-54",22
"1875","SI",2000,"m","55-64",14
"1876","SI",2000,"m","65+",17
"1877","SI",2000,"f","0-14",0
"1878","SI",2000,"f","15-24",3
"1879","SI",2000,"f","25-34",9
"1880","SI",2000,"f","35-44",3
"1881","SI",2000,"f","45-54",4
"1882","SI",2000,"f","55-64",3
"1883","SI",2000,"f","65+",20
"1884","SK",2000,"m","0-14",2
"1885","SK",2000,"m","15-24",6
"1886","SK",2000,"m","25-34",15
"1887","SK",2000,"m","35-44",31
"1888","SK",2000,"m","45-54",50
"1889","SK",2000,"m","55-64",16
"1890","SK",2000,"m","65+",32
"1891","SK",2000,"f","0-14",0
"1892","SK",2000,"f","15-24",5
"1893","SK",2000,"f","25-34",9
"1894","SK",2000,"f","35-44",7
"1895","SK",2000,"f","45-54",5
"1896","SK",2000,"f","55-64",4
"1897","SK",2000,"f","65+",54
"1898","SL",2000,"m","0-14",18
"1899","SL",2000,"m","15-24",287
"1900","SL",2000,"m","25-34",486
"1901","SL",2000,"m","35-44",361
"1902","SL",2000,"m","45-54",190
"1903","SL",2000,"m","55-64",113
"1904","SL",2000,"m","65+",47
"1905","SL",2000,"f","0-14",27
"1906","SL",2000,"f","15-24",249
"1907","SL",2000,"f","25-34",298
"1908","SL",2000,"f","35-44",225
"1909","SL",2000,"f","45-54",92
"1910","SL",2000,"f","55-64",49
"1911","SL",2000,"f","65+",30
"1912","SM",2000,"m","65+",1
"1913","SN",2000,"m","0-14",60
"1914","SN",2000,"m","15-24",772
"1915","SN",2000,"m","25-34",1297
"1916","SN",2000,"m","35-44",857
"1917","SN",2000,"m","45-54",470
"1918","SN",2000,"m","55-64",279
"1919","SN",2000,"m","65+",189
"1920","SN",2000,"f","0-14",77
"1921","SN",2000,"f","15-24",521
"1922","SN",2000,"f","25-34",540
"1923","SN",2000,"f","35-44",376
"1924","SN",2000,"f","45-54",217
"1925","SN",2000,"f","55-64",107
"1926","SN",2000,"f","65+",61
"1927","SO",2000,"m","0-14",113
"1928","SO",2000,"m","15-24",740
"1929","SO",2000,"m","25-34",724
"1930","SO",2000,"m","35-44",408
"1931","SO",2000,"m","45-54",254
"1932","SO",2000,"m","55-64",195
"1933","SO",2000,"m","65+",142
"1934","SO",2000,"f","0-14",85
"1935","SO",2000,"f","15-24",354
"1936","SO",2000,"f","25-34",319
"1937","SO",2000,"f","35-44",219
"1938","SO",2000,"f","45-54",110
"1939","SO",2000,"f","55-64",72
"1940","SO",2000,"f","65+",41
"1941","SR",2000,"m","0-14",1
"1942","SR",2000,"m","15-24",6
"1943","SR",2000,"m","25-34",6
"1944","SR",2000,"m","35-44",3
"1945","SR",2000,"m","45-54",2
"1946","SR",2000,"m","55-64",0
"1947","SR",2000,"m","65+",4
"1948","SR",2000,"f","0-14",2
"1949","SR",2000,"f","15-24",3
"1950","SR",2000,"f","25-34",6
"1951","SR",2000,"f","35-44",3
"1952","SR",2000,"f","45-54",0
"1953","SR",2000,"f","55-64",1
"1954","SR",2000,"f","65+",1
"1955","ST",2000,"m","0-14",1
"1956","ST",2000,"m","15-24",5
"1957","ST",2000,"m","25-34",11
"1958","ST",2000,"m","35-44",4
"1959","ST",2000,"m","45-54",7
"1960","ST",2000,"m","55-64",3
"1961","ST",2000,"m","65+",10
"1962","ST",2000,"f","0-14",3
"1963","ST",2000,"f","15-24",7
"1964","ST",2000,"f","25-34",15
"1965","ST",2000,"f","35-44",5
"1966","ST",2000,"f","45-54",7
"1967","ST",2000,"f","55-64",4
"1968","ST",2000,"f","65+",15
"1969","SV",2000,"m","0-14",13
"1970","SV",2000,"m","15-24",99
"1971","SV",2000,"m","25-34",124
"1972","SV",2000,"m","35-44",114
"1973","SV",2000,"m","45-54",92
"1974","SV",2000,"m","55-64",62
"1975","SV",2000,"m","65+",107
"1976","SV",2000,"f","0-14",28
"1977","SV",2000,"f","15-24",81
"1978","SV",2000,"f","25-34",76
"1979","SV",2000,"f","35-44",63
"1980","SV",2000,"f","45-54",63
"1981","SV",2000,"f","55-64",39
"1982","SV",2000,"f","65+",47
"1983","SY",2000,"m","0-14",8
"1984","SY",2000,"m","15-24",359
"1985","SY",2000,"m","25-34",289
"1986","SY",2000,"m","35-44",125
"1987","SY",2000,"m","45-54",86
"1988","SY",2000,"m","55-64",76
"1989","SY",2000,"m","65+",55
"1990","SY",2000,"f","0-14",23
"1991","SY",2000,"f","15-24",195
"1992","SY",2000,"f","25-34",101
"1993","SY",2000,"f","35-44",53
"1994","SY",2000,"f","45-54",46
"1995","SY",2000,"f","55-64",38
"1996","SY",2000,"f","65+",28
"1997","SZ",2000,"m","0-14",11
"1998","SZ",2000,"m","15-24",130
"1999","SZ",2000,"m","25-34",352
"2000","SZ",2000,"m","35-44",249
"2001","SZ",2000,"m","45-54",138
"2002","SZ",2000,"m","55-64",37
"2003","SZ",2000,"m","65+",17
"2004","SZ",2000,"f","0-14",10
"2005","SZ",2000,"f","15-24",198
"2006","SZ",2000,"f","25-34",298
"2007","SZ",2000,"f","35-44",62
"2008","SZ",2000,"f","45-54",62
"2009","SZ",2000,"f","55-64",24
"2010","SZ",2000,"f","65+",5
"2011","TG",2000,"m","0-14",4
"2012","TG",2000,"m","15-24",101
"2013","TG",2000,"m","25-34",168
"2014","TG",2000,"m","35-44",144
"2015","TG",2000,"m","45-54",109
"2016","TG",2000,"m","55-64",48
"2017","TG",2000,"m","65+",39
"2018","TG",2000,"f","0-14",13
"2019","TG",2000,"f","15-24",107
"2020","TG",2000,"f","25-34",124
"2021","TG",2000,"f","35-44",50
"2022","TG",2000,"f","45-54",36
"2023","TG",2000,"f","55-64",24
"2024","TG",2000,"f","65+",15
"2025","TH",2000,"m","0-14",27
"2026","TH",2000,"m","15-24",859
"2027","TH",2000,"m","25-34",2570
"2028","TH",2000,"m","35-44",2380
"2029","TH",2000,"m","45-54",2117
"2030","TH",2000,"m","55-64",1908
"2031","TH",2000,"m","65+",2213
"2032","TH",2000,"f","0-14",32
"2033","TH",2000,"f","15-24",624
"2034","TH",2000,"f","25-34",1035
"2035","TH",2000,"f","35-44",780
"2036","TH",2000,"f","45-54",873
"2037","TH",2000,"f","55-64",1016
"2038","TH",2000,"f","65+",1321
"2039","TM",2000,"m","0-14",16
"2040","TM",2000,"m","15-24",103
"2041","TM",2000,"m","25-34",185
"2042","TM",2000,"m","35-44",144
"2043","TM",2000,"m","45-54",127
"2044","TM",2000,"m","55-64",31
"2045","TM",2000,"m","65+",21
"2046","TM",2000,"f","0-14",19
"2047","TM",2000,"f","15-24",73
"2048","TM",2000,"f","25-34",140
"2049","TM",2000,"f","35-44",76
"2050","TM",2000,"f","45-54",31
"2051","TM",2000,"f","55-64",34
"2052","TM",2000,"f","65+",17
"2053","TN",2000,"m","0-14",16
"2054","TN",2000,"m","15-24",139
"2055","TN",2000,"m","25-34",208
"2056","TN",2000,"m","35-44",156
"2057","TN",2000,"m","45-54",109
"2058","TN",2000,"m","55-64",65
"2059","TN",2000,"m","65+",101
"2060","TN",2000,"f","0-14",7
"2061","TN",2000,"f","15-24",68
"2062","TN",2000,"f","25-34",59
"2063","TN",2000,"f","35-44",43
"2064","TN",2000,"f","45-54",21
"2065","TN",2000,"f","55-64",21
"2066","TN",2000,"f","65+",58
"2067","TO",2000,"m","15-24",2
"2068","TO",2000,"m","25-34",1
"2069","TO",2000,"m","35-44",1
"2070","TO",2000,"m","55-64",1
"2071","TO",2000,"m","65+",5
"2072","TO",2000,"f","15-24",1
"2073","TO",2000,"f","25-34",1
"2074","TO",2000,"f","35-44",1
"2075","TO",2000,"f","55-64",1
"2076","TO",2000,"f","65+",1
"2077","TT",2000,"m","0-14",0
"2078","TT",2000,"m","15-24",7
"2079","TT",2000,"m","25-34",18
"2080","TT",2000,"m","35-44",27
"2081","TT",2000,"m","45-54",17
"2082","TT",2000,"m","55-64",7
"2083","TT",2000,"m","65+",7
"2084","TT",2000,"f","0-14",0
"2085","TT",2000,"f","15-24",5
"2086","TT",2000,"f","25-34",7
"2087","TT",2000,"f","35-44",9
"2088","TT",2000,"f","45-54",5
"2089","TT",2000,"f","55-64",2
"2090","TT",2000,"f","65+",4
"2091","TZ",2000,"m","0-14",200
"2092","TZ",2000,"m","15-24",2357
"2093","TZ",2000,"m","25-34",4836
"2094","TZ",2000,"m","35-44",3430
"2095","TZ",2000,"m","45-54",2022
"2096","TZ",2000,"m","55-64",1202
"2097","TZ",2000,"m","65+",834
"2098","TZ",2000,"f","0-14",257
"2099","TZ",2000,"f","15-24",2106
"2100","TZ",2000,"f","25-34",3426
"2101","TZ",2000,"f","35-44",1738
"2102","TZ",2000,"f","45-54",868
"2103","TZ",2000,"f","55-64",494
"2104","TZ",2000,"f","65+",269
"2105","UA",2000,"m","0-14",21
"2106","UA",2000,"m","15-24",693
"2107","UA",2000,"m","25-34",1552
"2108","UA",2000,"m","35-44",2385
"2109","UA",2000,"m","45-54",2007
"2110","UA",2000,"m","55-64",1062
"2111","UA",2000,"m","65+",532
"2112","UA",2000,"f","0-14",41
"2113","UA",2000,"f","15-24",487
"2114","UA",2000,"f","25-34",590
"2115","UA",2000,"f","35-44",447
"2116","UA",2000,"f","45-54",298
"2117","UA",2000,"f","55-64",218
"2118","UA",2000,"f","65+",405
"2119","UG",2000,"m","0-14",283
"2120","UG",2000,"m","15-24",1511
"2121","UG",2000,"m","25-34",3497
"2122","UG",2000,"m","35-44",2479
"2123","UG",2000,"m","45-54",1279
"2124","UG",2000,"m","55-64",607
"2125","UG",2000,"m","65+",395
"2126","UG",2000,"f","0-14",400
"2127","UG",2000,"f","15-24",1649
"2128","UG",2000,"f","25-34",2782
"2129","UG",2000,"f","35-44",1510
"2130","UG",2000,"f","45-54",671
"2131","UG",2000,"f","55-64",316
"2132","UG",2000,"f","65+",163
"2133","US",2000,"m","0-14",6
"2134","US",2000,"m","15-24",365
"2135","US",2000,"m","25-34",602
"2136","US",2000,"m","35-44",906
"2137","US",2000,"m","45-54",904
"2138","US",2000,"m","55-64",577
"2139","US",2000,"m","65+",738
"2140","US",2000,"f","0-14",14
"2141","US",2000,"f","15-24",246
"2142","US",2000,"f","25-34",376
"2143","US",2000,"f","35-44",349
"2144","US",2000,"f","45-54",253
"2145","US",2000,"f","55-64",152
"2146","US",2000,"f","65+",396
"2147","UY",2000,"m","0-14",0
"2148","UY",2000,"m","15-24",36
"2149","UY",2000,"m","25-34",48
"2150","UY",2000,"m","35-44",45
"2151","UY",2000,"m","45-54",41
"2152","UY",2000,"m","55-64",30
"2153","UY",2000,"m","65+",34
"2154","UY",2000,"f","0-14",2
"2155","UY",2000,"f","15-24",28
"2156","UY",2000,"f","25-34",22
"2157","UY",2000,"f","35-44",21
"2158","UY",2000,"f","45-54",13
"2159","UY",2000,"f","55-64",12
"2160","UY",2000,"f","65+",16
"2161","UZ",2000,"m","0-14",6
"2162","UZ",2000,"m","15-24",351
"2163","UZ",2000,"m","25-34",749
"2164","UZ",2000,"m","35-44",510
"2165","UZ",2000,"m","45-54",346
"2166","UZ",2000,"m","55-64",213
"2167","UZ",2000,"m","65+",107
"2168","UZ",2000,"f","0-14",11
"2169","UZ",2000,"f","15-24",261
"2170","UZ",2000,"f","25-34",547
"2171","UZ",2000,"f","35-44",288
"2172","UZ",2000,"f","45-54",213
"2173","UZ",2000,"f","55-64",112
"2174","UZ",2000,"f","65+",111
"2175","VC",2000,"m","0-14",0
"2176","VC",2000,"m","15-24",1
"2177","VC",2000,"m","25-34",0
"2178","VC",2000,"m","35-44",4
"2179","VC",2000,"m","45-54",2
"2180","VC",2000,"m","55-64",0
"2181","VC",2000,"m","65+",1
"2182","VC",2000,"f","0-14",1
"2183","VC",2000,"f","15-24",0
"2184","VC",2000,"f","25-34",0
"2185","VC",2000,"f","35-44",0
"2186","VC",2000,"f","45-54",0
"2187","VC",2000,"f","55-64",0
"2188","VC",2000,"f","65+",0
"2189","VG",2000,"m","55-64",1
"2190","VN",2000,"m","0-14",51
"2191","VN",2000,"m","15-24",2367
"2192","VN",2000,"m","25-34",6147
"2193","VN",2000,"m","35-44",8209
"2194","VN",2000,"m","45-54",6713
"2195","VN",2000,"m","55-64",5150
"2196","VN",2000,"m","65+",7712
"2197","VN",2000,"f","0-14",64
"2198","VN",2000,"f","15-24",1334
"2199","VN",2000,"f","25-34",2320
"2200","VN",2000,"f","35-44",2754
"2201","VN",2000,"f","45-54",2594
"2202","VN",2000,"f","55-64",2847
"2203","VN",2000,"f","65+",4907
"2204","VU",2000,"m","0-14",2
"2205","VU",2000,"m","15-24",7
"2206","VU",2000,"m","25-34",5
"2207","VU",2000,"m","35-44",1
"2208","VU",2000,"m","45-54",10
"2209","VU",2000,"m","55-64",5
"2210","VU",2000,"m","65+",2
"2211","VU",2000,"f","0-14",5
"2212","VU",2000,"f","15-24",3
"2213","VU",2000,"f","25-34",15
"2214","VU",2000,"f","35-44",7
"2215","VU",2000,"f","45-54",3
"2216","VU",2000,"f","55-64",3
"2217","VU",2000,"f","65+",1
"2218","WS",2000,"m","0-14",0
"2219","WS",2000,"m","15-24",3
"2220","WS",2000,"m","25-34",1
"2221","WS",2000,"m","35-44",1
"2222","WS",2000,"m","45-54",1
"2223","WS",2000,"m","55-64",2
"2224","WS",2000,"m","65+",1
"2225","WS",2000,"f","0-14",0
"2226","WS",2000,"f","15-24",2
"2227","WS",2000,"f","25-34",1
"2228","WS",2000,"f","35-44",1
"2229","WS",2000,"f","45-54",0
"2230","WS",2000,"f","55-64",0
"2231","WS",2000,"f","65+",0
"2232","YE",2000,"m","0-14",110
"2233","YE",2000,"m","15-24",789
"2234","YE",2000,"m","25-34",689
"2235","YE",2000,"m","35-44",493
"2236","YE",2000,"m","45-54",314
"2237","YE",2000,"m","55-64",255
"2238","YE",2000,"m","65+",127
"2239","YE",2000,"f","0-14",161
"2240","YE",2000,"f","15-24",799
"2241","YE",2000,"f","25-34",627
"2242","YE",2000,"f","35-44",517
"2243","YE",2000,"f","45-54",345
"2244","YE",2000,"f","55-64",247
"2245","YE",2000,"f","65+",92
"2246","ZA",2000,"m","0-14",116
"2247","ZA",2000,"m","15-24",723
"2248","ZA",2000,"m","25-34",1999
"2249","ZA",2000,"m","35-44",2135
"2250","ZA",2000,"m","45-54",1146
"2251","ZA",2000,"m","55-64",435
"2252","ZA",2000,"m","65+",212
"2253","ZA",2000,"f","0-14",122
"2254","ZA",2000,"f","15-24",1283
"2255","ZA",2000,"f","25-34",1716
"2256","ZA",2000,"f","35-44",933
"2257","ZA",2000,"f","45-54",423
"2258","ZA",2000,"f","55-64",167
"2259","ZA",2000,"f","65+",80
"2260","ZM",2000,"m","0-14",349
"2261","ZM",2000,"m","15-24",2175
"2262","ZM",2000,"m","25-34",2610
"2263","ZM",2000,"m","35-44",3045
"2264","ZM",2000,"m","45-54",435
"2265","ZM",2000,"m","55-64",261
"2266","ZM",2000,"m","65+",174
"2267","ZM",2000,"f","0-14",150
"2268","ZM",2000,"f","15-24",932
"2269","ZM",2000,"f","25-34",1118
"2270","ZM",2000,"f","35-44",1305
"2271","ZM",2000,"f","45-54",186
"2272","ZM",2000,"f","55-64",112
"2273","ZM",2000,"f","65+",75
